Date,RS3,OSRS,Total
1617050730000,43241,99209,142450
1617051029000,42938,98537,141475
1617051330000,42829,98651,141480
1617051629000,42651,97837,140488
1617051930000,42330,97710,140040
1617052229000,42189,97217,139406
1617052530000,42028,97003,139031
1617052829000,41984,97074,139058
1617053129000,41884,96541,138425
1617053429000,41660,96493,138153
1617053729000,41407,96463,137870
1617054030000,41315,96447,137762
1617054330000,41197,96116,137313
1617054630000,40987,95945,136932
1617054930000,40798,95684,136482
1617055230000,40492,95228,135720
1617055530000,40222,94746,134968
1617055830000,40103,94702,134805
1617056130000,39945,94178,134123
1617056430000,39754,93487,133241
1617056729000,39610,93075,132685
1617057029000,39376,93197,132573
1617057330000,39497,93109,132606
1617057630000,39436,92702,132138
1617057930000,39305,92773,132078
1617058230000,39177,92732,131909
1617058530000,39109,92748,131857
1617058829000,39070,92868,131938
1617059130000,38970,92650,131620
1617059430000,38818,92606,131424
1617059730000,38610,92577,131187
1617060029000,38498,92565,131063
1617060330000,38347,92277,130624
1617060630000,38258,91943,130201
1617060930000,37835,92015,129850
1617061229000,38002,92111,130113
1617061530000,38125,91918,130043
1617061830000,37862,91999,129861
1617062129000,38158,91959,130117
1617062430000,38109,92153,130262
1617062730000,38678,91854,130532
1617063030000,38830,91998,130828
1617063330000,38762,92190,130952
1617063630000,39090,91887,130977
1617063930000,39108,91862,130970
1617064229000,39000,92216,131216
1617064530000,38977,92332,131309
1617064830000,39084,92647,131731
1617065129000,39042,92987,132029
1617065429000,38714,93369,132083
1617065729000,38851,93171,132022
1617066030000,38749,93465,132214
1617066330000,38428,93491,131919
1617066630000,38297,93726,132023
1617066930000,38168,93584,131752
1617067230000,38029,93477,131506
1617067529000,37986,93631,131617
1617067829000,37824,93553,131377
1617068130000,37669,93538,131207
1617068430000,37390,93722,131112
1617068730000,37314,93731,131045
1617069030000,37206,93574,130780
1617069330000,37228,93347,130575
1617069630000,37003,93188,130191
1617069930000,36746,92878,129624
1617070230000,36416,92583,128999
1617070530000,36050,92431,128481
1617070830000,35863,92135,127998
1617071130000,35709,91843,127552
1617071430000,35442,91455,126897
1617071730000,35094,90993,126087
1617072029000,34951,90628,125579
1617072330000,34792,90338,125130
1617072630000,34564,90032,124596
1617072930000,34246,89364,123610
1617073230000,33903,88625,122528
1617073530000,33567,87831,121398
1617073830000,33281,87158,120439
1617074130000,32960,86575,119535
1617074429000,32644,85915,118559
1617074730000,32408,85120,117528
1617075030000,32086,84338,116424
1617075330000,31724,83616,115340
1617075629000,31463,83095,114558
1617075930000,31189,82421,113610
1617076230000,30801,81829,112630
1617076530000,30449,81066,111515
1617076829000,30179,80487,110666
1617077130000,29691,79375,109066
1617077430000,29273,78504,107777
1617077730000,28930,77834,106764
1617078030000,28552,76943,105495
1617078330000,28213,76209,104422
1617078630000,27792,75568,103360
1617078929000,27489,74708,102197
1617079230000,27188,74017,101205
1617079530000,26941,73299,100240
1617079830000,26669,72474,99143
1617080130000,26458,71618,98076
1617080430000,26171,70601,96772
1617080730000,25823,69759,95582
1617081029000,25581,68889,94470
1617081330000,25363,67897,93260
1617081630000,25132,67231,92363
1617081930000,24979,66359,91338
1617082230000,24786,65477,90263
1617082530000,24551,64575,89126
1617082829000,24384,63882,88266
1617083130000,24248,63187,87435
1617083430000,24054,62425,86479
1617083730000,23897,61673,85570
1617084030000,23692,60859,84551
1617084330000,23437,60320,83757
1617084630000,23292,60126,83418
1617084930000,23158,59582,82740
1617085232000,22985,59017,82002
1617085530000,22942,58620,81562
1617085830000,22827,57875,80702
1617086130000,22834,58829,81663
1617086430000,22866,59224,82090
1617086730000,22842,58620,81462
1617087030000,22834,58084,80918
1617087330000,22916,57755,80671
1617087629000,22954,57498,80452
1617087929000,22825,57115,79940
1617088229000,22646,56779,79425
1617088530000,22671,56353,79024
1617088829000,22664,56217,78881
1617089130000,22743,56245,78988
1617089430000,22779,56035,78814
1617089730000,22856,55755,78611
1617090030000,22847,55550,78397
1617090330000,22908,55454,78362
1617090630000,22986,55357,78343
1617090930000,22919,55155,78074
1617091230000,22851,54691,77542
1617091530000,22924,54508,77432
1617091830000,23033,54323,77356
1617092129000,23159,54160,77319
1617092430000,23254,54232,77486
1617092730000,23365,53887,77252
1617093030000,23509,53902,77411
1617093330000,23652,53928,77580
1617093630000,23795,53996,77791
1617093930000,23957,53896,77853
1617094230000,24034,53789,77823
1617094530000,24130,54466,78596
1617094830000,24254,54587,78841
1617095130000,24281,54433,78714
1617095429000,24084,54504,78588
1617095730000,24076,54413,78489
1617096030000,24230,54588,78818
1617096330000,24273,54776,79049
1617096630000,24417,54646,79063
1617096929000,24513,54601,79114
1617097230000,23069,54748,77817
1617097529000,23035,54499,77534
1617097830000,23145,54601,77746
1617098130000,23130,54615,77745
1617098430000,23107,54471,77578
1617098730000,23072,54236,77308
1617099030000,23132,54607,77739
1617099330000,23233,54645,77878
1617099629000,23297,54675,77972
1617099929000,23614,54785,78399
1617100230000,23829,54947,78776
1617100530000,24070,54945,79015
1617100830000,24182,55192,79374
1617101130000,24390,55546,79936
1617101430000,24429,55625,80054
1617101730000,24679,55785,80464
1617102030000,24763,56417,81180
1617102330000,24837,56681,81518
1617102630000,24943,57107,82050
1617102930000,25104,57580,82684
1617103230000,25332,57546,82878
1617103530000,25421,57554,82975
1617103830000,25658,57375,83033
1617104130000,25916,58736,84652
1617104430000,26143,59263,85406
1617104730000,26253,59707,85960
1617105030000,26168,60415,86583
1617105330000,26397,60576,86973
1617105630000,26596,60912,87508
1617105930000,26929,61364,88293
1617106230000,27222,62034,89256
1617106530000,27649,62649,90298
1617106830000,28005,63681,91686
1617107130000,28427,64314,92741
1617107430000,28959,64837,93796
1617107730000,29294,65470,94764
1617108030000,29556,66262,95818
1617108330000,29978,67052,97030
1617108629000,30404,67635,98039
1617108930000,30744,68153,98897
1617109230000,30998,68739,99737
1617109530000,31346,69375,100721
1617109830000,31755,70024,101779
1617110130000,32059,70096,102155
1617110430000,32311,71712,104023
1617110730000,32677,72324,105001
1617111030000,32975,73029,106004
1617111330000,33143,73850,106993
1617111630000,33542,74715,108257
1617111930000,33926,75363,109289
1617112230000,34164,75766,109930
1617112530000,34442,76033,110475
1617112830000,34736,76776,111512
1617113130000,35030,77312,112342
1617113430000,35254,78310,113564
1617113732000,35570,78706,114276
1617114030000,35844,78831,114675
1617114330000,36030,79088,115118
1617114630000,36219,79949,116168
1617114930000,36524,80678,117202
1617115230000,36790,81191,117981
1617115530000,37146,81708,118854
1617115830000,37460,82123,119583
1617116130000,37561,82554,120115
1617116430000,37856,83102,120958
1617116730000,37985,83109,121094
1617117030000,38127,84023,122150
1617117332000,38336,84677,123013
1617117630000,38643,85252,123895
1617117930000,38885,85647,124532
1617118230000,39024,85952,124976
1617118530000,39232,86426,125658
1617118830000,36821,86829,123650
1617119129000,37064,86781,123845
1617119430000,37180,86949,124129
1617119730000,37319,87152,124471
1617120030000,37538,86815,124353
1617120329000,37807,86583,124390
1617120630000,38181,86813,124994
1617120930000,38504,86867,125371
1617121230000,38847,87111,125958
1617121530000,39043,87065,126108
1617121830000,39306,87532,126838
1617122130000,39577,87571,127148
1617122430000,39844,88039,127883
1617122729000,40129,88185,128314
1617123030000,40455,88499,128954
1617123330000,40648,88849,129497
1617123630000,38860,88819,127679
1617123930000,38862,88886,127748
1617124230000,38975,89304,128279
1617124530000,39106,89912,129018
1617124830000,39435,91132,130567
1617125130000,39648,91491,131139
1617125429000,39841,92030,131871
1617125730000,39932,91875,131807
1617126030000,40088,92314,132402
1617126330000,40308,92836,133144
1617126630000,40427,92704,133131
1617126930000,40479,92824,133303
1617127230000,40691,91493,132184
1617127530000,40811,91644,132455
1617127830000,41032,93406,134438
1617128130000,41209,95022,136231
1617128430000,41348,96233,137581
1617128730000,41598,96672,138270
1617129030000,41758,97064,138822
1617129330000,41807,97359,139166
1617129630000,41974,97573,139547
1617129930000,42131,97617,139748
1617130230000,42463,98202,140665
1617130530000,42609,98617,141226
1617130830000,42680,98819,141499
1617131130000,42852,98827,141679
1617131429000,42926,99582,142508
1617131730000,43010,99956,142966
1617132030000,42995,100549,143544
1617132330000,43073,100837,143910
1617132630000,43026,101221,144247
1617132930000,43174,101563,144737
1617133229000,43116,101478,144594
1617133530000,43257,101779,145036
1617133830000,42925,101829,144754
1617134130000,42944,101930,144874
1617134430000,42916,101805,144721
1617134730000,42802,101546,144348
1617135030000,42785,101389,144174
1617135330000,42635,101634,144269
1617135630000,42583,101158,143741
1617135930000,42577,100957,143534
1617136230000,42440,100651,143091
1617136530000,42350,100537,142887
1617136831000,42188,100422,142610
1617137130000,42072,100183,142255
1617137429000,41921,99752,141673
1617137730000,41741,99599,141340
1617138030000,41525,99170,140695
1617138329000,41315,98483,139798
1617138630000,41113,97399,138512
1617138930000,40959,97609,138568
1617139230000,40842,97411,138253
1617139530000,40667,96633,137300
1617139829000,40598,96692,137290
1617140130000,40324,96386,136710
1617140430000,40162,96210,136372
1617140730000,40043,95304,135347
1617141030000,39836,95587,135423
1617141330000,39626,95042,134668
1617141630000,39582,94782,134364
1617141930000,39325,94249,133574
1617142230000,39083,93864,132947
1617142530000,38954,93461,132415
1617142830000,38905,93226,132131
1617143130000,38764,92928,131692
1617143430000,38532,92615,131147
1617143729000,38381,92179,130560
1617144030000,38405,92063,130468
1617144330000,38397,91757,130154
1617144630000,38295,92039,130334
1617144930000,38076,91020,129096
1617145229000,37849,91253,129102
1617145529000,37601,90723,128324
1617145830000,37458,90049,127507
1617146130000,37449,90337,127786
1617146430000,37409,90419,127828
1617146730000,37222,90366,127588
1617147030000,37186,90686,127872
1617147329000,37239,90614,127853
1617147630000,37222,90325,127547
1617147930000,37237,90400,127637
1617148230000,37226,90441,127667
1617148530000,37336,90105,127441
1617148830000,37326,89858,127184
1617149130000,37958,89845,127803
1617149430000,38112,89980,128092
1617149729000,38172,90196,128368
1617150030000,38143,90269,128412
1617150330000,38181,90403,128584
1617150630000,38180,90841,129021
1617150930000,38044,91088,129132
1617151230000,38066,91539,129605
1617151529000,38000,91069,129069
1617152131000,37870,91333,129203
1617152429000,37690,91510,129200
1617152729000,37572,91747,129319
1617153030000,37525,92014,129539
1617153330000,37557,92157,129714
1617153630000,37507,92262,129769
1617153929000,37452,92062,129514
1617154230000,37239,91887,129126
1617154530000,36918,91457,128375
1617154830000,36843,91539,128382
1617155129000,36762,91330,128092
1617155430000,36647,91124,127771
1617155730000,36469,90945,127414
1617156030000,36328,90744,127072
1617156330000,36075,90455,126530
1617156630000,35904,90169,126073
1617156930000,35730,89841,125571
1617157230000,35597,89485,125082
1617157530000,35441,89229,124670
1617157830000,35148,89099,124247
1617158130000,35050,88636,123686
1617158430000,34761,88316,123077
1617158730000,34480,87628,122108
1617159030000,34136,87342,121478
1617159330000,33903,86930,120833
1617159630000,33699,86420,120119
1617159930000,33431,85646,119077
1617160229000,33154,85259,118413
1617160530000,32701,84544,117245
1617160830000,32219,84177,116396
1617161130000,31882,83326,115208
1617161430000,31645,82932,114577
1617161729000,31458,82320,113778
1617162030000,31223,81572,112795
1617162332000,30956,81005,111961
1617162630000,30646,80211,110857
1617162930000,30270,79157,109427
1617163230000,29830,78358,108188
1617163530000,29474,77184,106658
1617163829000,29235,76749,105984
1617164130000,28867,75825,104692
1617164430000,28521,75447,103968
1617164730000,28265,74665,102930
1617165030000,27985,74227,102212
1617165330000,27646,73436,101082
1617165630000,27421,72587,100008
1617165930000,27102,71997,99099
1617166230000,26789,71402,98191
1617166530000,26622,70470,97092
1617166829000,26234,69714,95948
1617167130000,25831,68535,94366
1617167430000,25560,67681,93241
1617167729000,25316,66472,91788
1617168030000,25205,65915,91120
1617168330000,24943,65023,89966
1617168630000,24689,64239,88928
1617168930000,24653,63443,88096
1617169230000,24374,62663,87037
1617169530000,24219,61911,86130
1617169830000,24075,61025,85100
1617170130000,23992,60433,84425
1617170430000,23669,59670,83339
1617170730000,23382,59034,82416
1617171030000,23183,58836,82019
1617171329000,23165,58349,81514
1617171630000,23024,57975,80999
1617171930000,22929,57540,80469
1617172229000,22730,57000,79730
1617172530000,22765,57791,80556
1617172830000,22661,58181,80842
1617173129000,22502,57790,80292
1617173430000,22508,57648,80156
1617173730000,22436,57066,79502
1617174030000,22416,56643,79059
1617174330000,22458,56073,78531
1617174630000,22313,55723,78036
1617174929000,22333,55421,77754
1617175230000,22102,55237,77339
1617175530000,22116,54850,76966
1617175830000,22131,54611,76742
1617176130000,22198,54415,76613
1617176429000,22185,54270,76455
1617176730000,22291,54111,76402
1617177030000,22244,53984,76228
1617177330000,22314,53590,75904
1617177630000,22311,53266,75577
1617177929000,22432,53251,75683
1617178231000,22550,53234,75784
1617178530000,22618,52967,75585
1617178830000,22762,53048,75810
1617179130000,22787,52904,75691
1617179430000,22906,52638,75544
1617179730000,23030,52679,75709
1617180030000,22817,52779,75596
1617180330000,22872,52790,75662
1617180630000,22970,52652,75622
1617180930000,23073,52598,75671
1617181230000,23126,52531,75657
1617181530000,23280,52093,75373
1617181830000,23426,52263,75689
1617182129000,22544,52430,74974
1617182430000,22677,52390,75067
1617182730000,22826,52397,75223
1617183030000,22932,52416,75348
1617183330000,23147,52387,75534
1617183629000,23364,52400,75764
1617183932000,23451,52526,75977
1617184230000,23630,52489,76119
1617184530000,23817,52374,76191
1617184830000,23992,52383,76375
1617185130000,24100,52032,76132
1617185430000,24209,52149,76358
1617185730000,24369,52437,76806
1617186030000,24455,52720,77175
1617186329000,24596,52806,77402
1617186630000,24788,52968,77756
1617186930000,24853,53240,78093
1617187230000,25014,53547,78561
1617187530000,25138,53735,78873
1617187830000,25282,53842,79124
1617188130000,25352,53984,79336
1617188430000,25510,54024,79534
1617188730000,25673,54125,79798
1617189030000,25915,54489,80404
1617189330000,26073,54837,80910
1617189630000,26194,55182,81376
1617189930000,26298,55383,81681
1617190230000,26490,55922,82412
1617190530000,26729,56367,83096
1617190830000,26919,56996,83915
1617191129000,27158,57285,84443
1617191430000,25840,57572,83412
1617191730000,26026,57840,83866
1617192030000,26259,58354,84613
1617192330000,26596,59063,85659
1617192630000,27004,59755,86759
1617192930000,27221,60130,87351
1617193230000,27607,60791,88398
1617193530000,27988,61421,89409
1617193830000,28382,62323,90705
1617194130000,28713,62936,91649
1617194430000,29155,63694,92849
1617194729000,29479,64566,94045
1617195030000,29726,65500,95226
1617195330000,30085,65934,96019
1617195630000,30331,66416,96747
1617195930000,30679,67074,97753
1617196230000,31028,68018,99046
1617196530000,31375,68640,100015
1617196830000,30339,69521,99860
1617197130000,30644,70045,100689
1617197429000,30887,70742,101629
1617197730000,31236,71484,102720
1617198029000,31489,72241,103730
1617198329000,31861,72945,104806
1617198630000,32210,73659,105869
1617198930000,32600,73955,106555
1617199230000,32862,74400,107262
1617199530000,33043,74714,107757
1617199830000,33345,75425,108770
1617200130000,33647,76220,109867
1617200430000,34097,76976,111073
1617200730000,34451,77543,111994
1617201030000,34703,78068,112771
1617201330000,35059,78908,113967
1617201630000,35283,79531,114814
1617201930000,35585,79967,115552
1617202230000,35970,80512,116482
1617202530000,36263,81028,117291
1617202830000,36465,81413,117878
1617203130000,35243,81946,117189
1617203430000,35522,82249,117771
1617203730000,35601,82507,118108
1617204029000,35751,83143,118894
1617204330000,35987,83459,119446
1617204630000,36163,83646,119809
1617204930000,36472,83976,120448
1617205230000,36846,84371,121217
1617205530000,37141,84842,121983
1617205830000,37504,85099,122603
1617206130000,37643,85241,122884
1617206430000,37763,85021,122784
1617206730000,37970,84781,122751
1617207030000,38171,84896,123067
1617207330000,38391,85240,123631
1617207630000,38531,85482,124013
1617207930000,38763,85662,124425
1617208230000,38911,86312,125223
1617208530000,39255,86587,125842
1617208829000,39529,86996,126525
1617209129000,39806,87199,127005
1617209430000,38047,87366,125413
1617209730000,38183,87771,125954
1617210029000,38353,87664,126017
1617210330000,38585,88008,126593
1617210630000,38751,88134,126885
1617210930000,38885,88643,127528
1617211230000,39401,89167,128568
1617211530000,39756,89391,129147
1617211830000,40046,89494,129540
1617212130000,40427,89835,130262
1617212430000,40755,90012,130767
1617212730000,40973,90363,131336
1617213030000,41217,90957,132174
1617213330000,41535,91434,132969
1617213630000,41752,88197,129949
1617213929000,41981,89646,131627
1617214230000,42416,91288,133704
1617214530000,42647,92886,135533
1617214830000,42887,93222,136109
1617215130000,41353,93687,135040
1617215430000,41342,94156,135498
1617215730000,41543,94438,135981
1617216030000,41761,95044,136805
1617216330000,41706,95568,137274
1617216630000,41931,95664,137595
1617216930000,41982,95945,137927
1617217230000,42003,96198,138201
1617217530000,42092,96495,138587
1617217829000,42077,96863,138940
1617218130000,42109,97016,139125
1617218430000,42228,97434,139662
1617218730000,42195,97666,139861
1617219030000,42736,98136,140872
1617219330000,42102,98320,140422
1617219629000,42210,98444,140654
1617219930000,42251,98464,140715
1617220230000,42344,98664,141008
1617220530000,42194,98699,140893
1617220830000,42214,98807,141021
1617221130000,42154,98399,140553
1617221430000,42183,98232,140415
1617221730000,42134,98422,140556
1617222029000,42187,98603,140790
1617222330000,42124,98515,140639
1617222629000,41986,97998,139984
1617222930000,41936,97895,139831
1617223230000,41806,97724,139530
1617223530000,41891,97695,139586
1617223830000,41741,97382,139123
1617224130000,41332,97116,138448
1617224430000,41266,96744,138010
1617224730000,41047,95721,136768
1617225030000,40962,95465,136427
1617225329000,40761,95578,136339
1617225630000,40695,95169,135864
1617225930000,40528,94646,135174
1617226230000,40375,94433,134808
1617226530000,40202,94067,134269
1617226830000,40176,93978,134154
1617227130000,39925,93487,133412
1617227431000,39834,93353,133187
1617227730000,39629,93283,132912
1617228030000,39435,92834,132269
1617228330000,39382,92341,131723
1617228630000,39222,91883,131105
1617228930000,38989,91408,130397
1617229230000,38892,91218,130110
1617229530000,38716,91127,129843
1617229830000,38493,90947,129440
1617230130000,38385,91061,129446
1617230430000,38302,91021,129323
1617230730000,38220,90977,129197
1617231030000,38176,90949,129125
1617231330000,38245,90554,128799
1617231630000,38070,90247,128317
1617231930000,37789,90131,127920
1617232230000,37577,89821,127398
1617232530000,37532,89638,127170
1617232830000,37493,89699,127192
1617233130000,37667,89717,127384
1617233430000,37497,89583,127080
1617233730000,37455,89158,126613
1617234030000,37479,89255,126734
1617234329000,37503,89328,126831
1617234630000,38587,89219,127806
1617234930000,38603,89129,127732
1617235230000,38780,89196,127976
1617235530000,39417,89092,128509
1617235830000,39667,88952,128619
1617236130000,39633,89337,128970
1617236430000,39682,89450,129132
1617236730000,39618,89499,129117
1617237030000,39540,89580,129120
1617237329000,39597,89782,129379
1617237630000,39653,89706,129359
1617237930000,39647,89910,129557
1617238230000,39660,90272,129932
1617238530000,39591,90157,129748
1617238830000,39446,90008,129454
1617239130000,39328,90193,129521
1617239430000,39088,90498,129586
1617239730000,38957,89125,128082
1617240030000,38921,89236,128157
1617240329000,38835,89357,128192
1617240630000,38617,89521,128138
1617240929000,38477,89661,128138
1617241229000,38339,89656,127995
1617241530000,38165,89949,128114
1617241829000,37961,89799,127760
1617242130000,37679,89810,127489
1617242430000,37353,89648,127001
1617242730000,37196,89483,126679
1617243029000,36932,89278,126210
1617243330000,36697,89168,125865
1617243630000,36525,89010,125535
1617243930000,36226,88694,124920
1617244230000,36095,88495,124590
1617244530000,35974,88517,124491
1617244829000,35617,87781,123398
1617245130000,35382,87615,122997
1617245430000,35083,86996,122079
1617245730000,34793,86775,121568
1617246030000,34472,86146,120618
1617246329000,34105,85279,119384
1617246630000,33859,84716,118575
1617246930000,33548,84102,117650
1617247230000,33327,83558,116885
1617247529000,33062,83056,116118
1617247830000,32753,82550,115303
1617248129000,32549,81961,114510
1617248430000,32278,81094,113372
1617248730000,32101,80528,112629
1617249030000,31750,80069,111819
1617249330000,31338,79465,110803
1617249630000,31095,78535,109630
1617249930000,30743,77589,108332
1617250230000,30560,76906,107466
1617250530000,30137,75970,106107
1617250830000,29775,75343,105118
1617251130000,29427,74788,104215
1617251430000,29100,74084,103184
1617251729000,28847,72993,101840
1617252030000,28616,72324,100940
1617252332000,28273,71573,99846
1617252630000,28014,70824,98838
1617252930000,27690,69938,97628
1617253230000,27443,69296,96739
1617253530000,27191,68247,95438
1617253830000,26964,67343,94307
1617254130000,26551,66058,92609
1617254429000,26407,65557,91964
1617254730000,26233,64607,90840
1617255029000,26120,63879,89999
1617255330000,25982,63077,89059
1617255630000,25807,62676,88483
1617255930000,25665,61909,87574
1617256230000,25559,61135,86694
1617256530000,25414,60580,85994
1617256830000,25253,59899,85152
1617257130000,24925,59223,84148
1617257430000,24757,58884,83641
1617257730000,23170,58485,81655
1617258030000,23340,58034,81374
1617258330000,24088,57641,81729
1617258629000,23270,57225,80495
1617258930000,23221,57832,81053
1617259230000,23140,58000,81140
1617259530000,24039,57431,81470
1617259830000,24003,57245,81248
1617260130000,24022,56738,80760
1617260430000,24082,56279,80361
1617260730000,24094,55894,79988
1617261030000,24104,55708,79812
1617261330000,24019,55266,79285
1617261630000,24000,54723,78723
1617261930000,24014,55361,79375
1617262230000,24073,54880,78953
1617262530000,24023,54849,78872
1617262830000,24077,54729,78806
1617263130000,23896,54550,78446
1617263430000,23351,54643,77994
1617263730000,23303,54357,77660
1617264030000,23354,54073,77427
1617264329000,23366,53847,77213
1617264630000,23443,53914,77357
1617264930000,23419,53449,76868
1617265229000,23426,53460,76886
1617265530000,23506,53433,76939
1617265830000,23598,53520,77118
1617266130000,23616,53592,77208
1617266430000,23791,53646,77437
1617266730000,23769,53629,77398
1617267030000,23699,53593,77292
1617267330000,23742,53571,77313
1617267630000,23748,53501,77249
1617267930000,23804,53481,77285
1617268230000,23898,53050,76948
1617268530000,23991,53059,77050
1617268830000,24127,53171,77298
1617269130000,24289,53360,77649
1617269430000,24462,53341,77803
1617269729000,24575,53440,78015
1617270030000,24675,53571,78246
1617270330000,24790,53679,78469
1617270630000,24828,53966,78794
1617270930000,24927,53906,78833
1617271230000,24949,53868,78817
1617271530000,24997,53851,78848
1617271830000,25123,53869,78992
1617272129000,25153,53944,79097
1617272430000,25247,54026,79273
1617272730000,25344,54205,79549
1617273030000,25421,54328,79749
1617273330000,25461,54546,80007
1617273629000,25609,54883,80492
1617273930000,25729,55230,80959
1617274230000,25879,55603,81482
1617274529000,26025,55790,81815
1617274830000,26131,56061,82192
1617275130000,26273,55999,82272
1617275430000,26442,56531,82973
1617275730000,26637,56929,83566
1617276030000,26784,57488,84272
1617276329000,27014,57489,84503
1617276630000,27255,58077,85332
1617276930000,27531,58499,86030
1617277230000,27737,59313,87050
1617277530000,27893,59845,87738
1617277830000,28124,60548,88672
1617278130000,28264,60945,89209
1617278429000,28496,61422,89918
1617278730000,28692,61964,90656
1617279029000,28945,62475,91420
1617279330000,29065,63117,92182
1617279630000,29367,64041,93408
1617279930000,29749,64794,94543
1617280230000,29934,65530,95464
1617280530000,30260,66029,96289
1617280830000,30670,66762,97432
1617281129000,30765,67438,98203
1617281430000,31072,68173,99245
1617281729000,31406,68722,100128
1617282030000,31621,69272,100893
1617282330000,31983,70068,102051
1617282630000,32272,70853,103125
1617282930000,32403,71582,103985
1617283230000,32668,72477,105145
1617283530000,33016,73203,106219
1617283830000,33229,73761,106990
1617284130000,33494,74623,108117
1617284430000,33871,73675,107546
1617284730000,34090,74354,108444
1617285030000,34211,75169,109380
1617285330000,34402,75595,109997
1617285630000,34533,76303,110836
1617285930000,34626,77072,111698
1617286230000,34918,77633,112551
1617286530000,35247,78344,113591
1617286830000,35402,78928,114330
1617287130000,35617,79630,115247
1617287429000,35908,80326,116234
1617287730000,36169,81129,117298
1617288030000,36391,81583,117974
1617288330000,36522,82000,118522
1617288630000,36694,82636,119330
1617288930000,36873,83330,120203
1617289230000,37062,83749,120811
1617289530000,37122,84116,121238
1617289830000,37223,84646,121869
1617290130000,37401,85090,122491
1617290430000,37601,85444,123045
1617290730000,37661,85881,123542
1617291030000,37815,86311,124126
1617291330000,37990,86503,124493
1617291630000,38199,86889,125088
1617291930000,38286,86961,125247
1617292230000,38484,87326,125810
1617292530000,38619,87788,126407
1617292830000,38666,87907,126573
1617293130000,38795,87718,126513
1617293430000,38978,87801,126779
1617293730000,39019,87666,126685
1617294030000,39194,88201,127395
1617294330000,39226,88519,127745
1617294630000,39361,88752,128113
1617294929000,39581,89041,128622
1617295230000,39816,89304,129120
1617295530000,39907,89394,129301
1617295830000,39988,89627,129615
1617296129000,40083,90008,130091
1617296430000,40123,90057,130180
1617296730000,40338,90169,130507
1617297030000,40526,90505,131031
1617297330000,40512,90861,131373
1617297630000,40736,90906,131642
1617297930000,40880,90985,131865
1617298229000,39563,91492,131055
1617298530000,39800,91974,131774
1617298830000,39998,92276,132274
1617299130000,40649,92513,133162
1617299430000,40714,92854,133568
1617299730000,40402,93318,133720
1617300030000,40903,93574,134477
1617300330000,41033,93752,134785
1617300630000,41310,94460,135770
1617300930000,41405,94921,136326
1617301230000,43310,95350,138660
1617301529000,42481,95777,138258
1617301830000,43892,95982,139874
1617302130000,43797,96398,140195
1617302430000,44088,96602,140690
1617302730000,44231,96957,141188
1617303030000,44222,97434,141656
1617303330000,44330,97744,142074
1617303629000,44400,97969,142369
1617303930000,44509,98039,142548
1617304231000,44614,98305,142919
1617304530000,44794,98530,143324
1617304829000,44896,99075,143971
1617305130000,44891,99372,144263
1617305430000,44916,99671,144587
1617305730000,44989,99629,144618
1617306030000,45038,99872,144910
1617306330000,44905,100196,145101
1617306630000,44973,100499,145472
1617306930000,44977,100701,145678
1617307230000,44862,100979,145841
1617307530000,44810,100873,145683
1617307830000,44761,101101,145862
1617308130000,44693,101362,146055
1617308430000,44634,101196,145830
1617308730000,44464,101146,145610
1617309030000,44406,101160,145566
1617309330000,44362,101264,145626
1617309630000,44330,100942,145272
1617309930000,44336,100939,145275
1617310230000,44229,100828,145057
1617310530000,44228,100407,144635
1617310829000,44139,99816,143955
1617311130000,44006,99277,143283
1617311429000,43813,98910,142723
1617311730000,43726,98953,142679
1617312030000,43770,98702,142472
1617312330000,43762,98436,142198
1617312630000,43569,98050,141619
1617312930000,43414,97772,141186
1617313230000,42529,96971,139500
1617313530000,42671,96198,138869
1617313830000,42657,96511,139168
1617314130000,42533,96283,138816
1617314430000,42360,95941,138301
1617314730000,42194,95398,137592
1617315030000,42176,94909,137085
1617315330000,42054,94496,136550
1617315630000,41979,94113,136092
1617315930000,41847,93939,135786
1617316230000,41711,93122,134833
1617316530000,41609,93415,135024
1617316830000,41436,93355,134791
1617317130000,41217,92866,134083
1617317430000,41176,92587,133763
1617317731000,40964,92299,133263
1617318030000,40836,91932,132768
1617318330000,40259,91598,131857
1617318630000,40419,91973,132392
1617318929000,40071,91405,131476
1617319230000,40075,91424,131499
1617319530000,40074,91478,131552
1617319830000,39994,90915,130909
1617320129000,40007,90566,130573
1617320430000,40031,90668,130699
1617320730000,40050,90539,130589
1617321029000,40002,90648,130650
1617321330000,39963,90549,130512
1617321630000,39966,90319,130285
1617321930000,40328,89981,130309
1617322230000,40484,89987,130471
1617322530000,40454,90014,130468
1617322830000,40514,90087,130601
1617323130000,40546,90088,130634
1617323430000,40472,90194,130666
1617323730000,40388,90338,130726
1617324030000,40331,90309,130640
1617324330000,40286,90447,130733
1617324630000,40210,90582,130792
1617324930000,40119,90682,130801
1617325229000,39986,90470,130456
1617325529000,39906,90913,130819
1617325830000,39872,90204,130076
1617326130000,39741,90967,130708
1617326430000,39671,90773,130444
1617326729000,39628,91004,130632
1617327029000,39515,90337,129852
1617327330000,39422,90265,129687
1617327630000,39388,90298,129686
1617327930000,39287,91162,130449
1617328230000,39189,91137,130326
1617328530000,38944,90709,129653
1617328830000,38759,90894,129653
1617329129000,38597,90700,129297
1617329430000,38411,90540,128951
1617329730000,38335,90197,128532
1617330029000,38042,90369,128411
1617330330000,37726,90171,127897
